uid,iid
0,4054
0,6103
0,6125
0,16367
0,10239
1,1
1,2561
1,9733
1,21000
1,531
1,2074
1,11296
1,551
1,3624
1,16424
1,10808
1,66
1,5702
1,3658
1,7265
1,7784
1,3690
1,15471
1,12401
1,2201
1,4763
1,4256
1,5280
1,1186
1,17058
1,12453
1,5292
1,11957
1,15545
1,186
1,2747
1,5308
1,15549
1,21195
1,13527
1,1757
1,16605
1,8417
1,9444
1,9961
1,18156
1,12527
1,12529
1,18161
1,13047
1,5881
1,251
1,2307
1,8453
1,778
1,8978
1,13588
1,18201
1,6427
1,3362
1,10018
1,12068
1,19752
1,19776
1,327
1,4938
1,331
1,1868
1,1873
1,4433
1,860
1,13151
1,18786
1,14188
1,371
1,4467
1,12286
1,1406
1,21374
1,902
1,1423
1,13716
1,3996
1,2974
1,2979
1,10659
1,1448
1,6570
1,7596
1,9135
1,16323
1,1991
1,4552
1,13767
1,15827
1,12757
1,6108
1,4061
1,2014
1,8671
1,2023
1,9198
1,7668
1,503
1,1534
3,385
3,3
3,3082
3,1163
3,21770
3,14
3,15
3,2324
3,155
3,2972
3,5532
3,8606
3,673
3,931
3,164
3,933
3,12075
3,940
3,2865
3,2359
3,13894
3,1735
3,5451
3,464
3,8145
3,10710
3,93
3,863
3,1375
3,357
3,3813
3,231
3,16236
3,366
3,2172
4,4
4,517
4,518
4,1550
4,16
4,4626
4,22
4,2096
4,4656
4,12855
4,9278
4,3647
4,66
4,1106
4,89
4,96
4,642
4,7323
4,2739
4,5815
4,1241
4,2788
4,1261
4,2807
4,760
4,17146
4,762
4,14080
4,273
4,1820
4,1315
4,4899
4,1330
4,828
4,8008
4,14155
4,1366
4,4438
4,2396
4,366
4,17262
4,18801
4,2930
4,371
4,8053
4,890
4,9082
4,2463
4,2977
4,1458
4,1461
4,3003
4,957
4,16831
4,1489
4,1508
4,11239
4,2025
4,5614
4,12274
5,3074
5,1539
5,5
5,3079
5,4616
5,2062
5,16
5,2576
5,538
5,4640
5,545
5,38
5,1575
5,1576
5,4134
5,1070
5,7218
5,7224
5,9278
5,8264
5,6217
5,586
5,16968
5,1615
5,87
5,2648
5,12377
5,6234
5,1116
5,93
5,5215
5,7265
5,19046
5,6248
5,622
5,627
5,16504
5,3715
5,645
5,11400
5,144
5,1173
5,13464
5,4249
5,155
5,673
5,2722
5,2221
5,17582
5,19122
5,4794
5,9924
5,11977
5,719
5,730
5,12506
5,19677
5,222
5,8186
5,4857
5,2300
5,1793
5,2824
5,273
5,275
5,16667
5,20255
5,16174
5,18222
5,819
5,2870
5,313
5,314
5,10044
5,853
5,5977
5,11611
5,2396
5,863
5,3423
5,3951
5,884
5,885
5,15735
5,17272
5,8060
5,1406
5,2433
5,3970
5,15235
5,10641
5,19353
5,12707
5,2468
5,13222
5,2478
5,1967
5,1456
5,5554
5,21939
5,2996
5,8640
5,8130
5,7623
5,17352
5,12751
5,2513
5,6109
5,482
5,8677
5,3565
5,6131
5,1017
5,2042
6,2049
6,6
6,7
6,13
6,2062
6,4110
6,4114
6,19
6,2068
6,10260
6,12339
6,56
6,18496
6,10321
6,95
6,4202
6,4206
6,112
6,8327
6,18568
6,16529
6,152
6,12457
6,12465
6,14514
6,8373
6,12473
6,18632
6,6351
6,18646
6,2269
6,8437
6,2294
6,2300
6,8445
6,4356
6,2316
6,273
6,275
6,2337
6,290
6,6443
6,16689
6,6459
6,6464
6,16716
6,2388
6,8539
6,351
6,2408
6,2412
6,373
6,6527
6,2434
6,389
6,18830
6,2451
6,6547
6,2454
6,4510
6,2473
6,4533
6,8641
6,14790
6,456
6,18889
6,458
6,462
6,6609
6,466
6,12753
6,482
6,10734
6,6639
6,16883
6,8704
6,2576
6,18963
6,533
6,542
6,2597
6,2598
6,2607
6,16943
6,563
6,4674
6,14917
6,19017
6,6730
6,8783
6,2652
6,21087
6,16998
6,4726
6,19064
6,2683
6,2732
6,2737
6,17080
6,2749
6,708
6,8902
6,6865
6,10970
6,15073
6,19169
6,19192
6,13059
6,2824
6,13075
6,8993
6,19249
6,15163
6,15164
6,6979
6,853
6,9048
6,15202
6,15204
6,2917
6,9084
6,896
6,21378
6,899
6,15244
6,13214
6,11187
6,17331
6,9155
6,7109
6,975
6,3032
6,9179
6,15323
6,7139
6,3049
6,13293
6,11251
6,13301
6,15364
6,1029
6,13320
6,3084
6,3085
6,21524
6,3104
6,9250
6,21545
6,13359
6,3128
6,11332
6,1104
6,1109
6,1115
6,15457
6,1125
6,3174
6,11366
6,5225
6,1132
6,11383
6,17536
6,3216
6,1171
6,21651
6,1173
6,1199
6,19632
6,3271
6,3274
6,7375
6,13521
6,3282
6,7393
6,5347
6,3300
6,1264
6,17654
6,21750
6,3320
6,1281
6,17668
6,21768
6,1295
6,7447
6,13595
6,3361
6,1318
6,13626
6,3410
6,15703
6,15705
6,11616
6,19833
6,1403
6,7549
6,7550
6,11645
6,19847
6,1443
6,9660
6,17854
6,7618
6,7621
6,1484
6,9683
6,13789
6,3555
6,9703
6,19951
6,19953
6,3588
6,3589
6,7686
6,13832
6,17949
6,11809
6,3621
6,20005
6,1577
6,15916
6,1582
6,13873
6,13879
6,5692
6,9788
6,3646
6,1620
6,7765
6,11871
6,13926
6,9842
6,18034
6,3706
6,7814
6,9865
6,9876
6,13975
6,16026
6,1691
6,20123
6,11960
6,1731
6,14020
6,3794
6,14038
6,9970
6,3829
6,5889
6,1812
6,1828
6,3877
6,12083
6,16180
6,10044
6,1866
6,14161
6,8031
6,18272
6,8072
6,10120
6,3981
6,12185
6,12192
6,10157
6,1967
6,6076
6,12232
6,18389
6,12258
6,20469
7,8193
7,1027
7,12289
7,12291
7,22017
7,7
7,520
7,2055
7,2570
7,5127
7,8712
7,14347
7,6158
7,5137
7,9747
7,10261
7,4118
7,15892
7,3610
7,2588
7,1567
7,5153
7,6690
7,15395
7,6692
7,7205
7,39
7,45
7,1076
7,8254
7,577
7,3140
7,1605
7,1612
7,16462
7,592
7,5713
7,2645
7,5205
7,3673
7,3166
7,4703
7,5729
7,8802
7,101
7,613
7,8809
7,1645
7,1142
7,1144
7,3193
7,10872
7,3711
7,4224
7,8831
7,10879
7,5767
7,18062
7,145
7,1169
7,7315
7,2709
7,1690
7,4250
7,9374
7,1695
7,10400
7,6305
7,10403
7,1700
7,168
7,3240
7,9393
7,7860
7,10428
7,192
7,706
7,1732
7,9416
7,20170
7,4299
7,4814
7,17618
7,7891
7,9940
7,15578
7,9947
7,16604
7,13023
7,225
7,6882
7,9957
7,2791
7,240
7,3312
7,4848
7,7922
7,246
7,2809
7,763
7,8443
7,2815
7,11526
7,11015
7,265
7,2321
7,2324
7,6933
7,12057
7,1308
7,1315
7,1317
7,8999
7,297
7,4906
7,6443
7,2351
7,1328
7,3376
7,10033
7,823
7,7481
7,5951
7,14142
7,325
7,336
7,11601
7,860
7,16224
7,4969
7,7531
7,9582
7,15214
7,368
7,3440
7,14194
7,14707
7,15732
7,374
7,11639
7,15223
7,1403
7,12160
7,12675
7,392
7,1418
7,13708
7,17808
7,4505
7,7586
7,932
7,5028
7,10667
7,17836
7,6062
7,4528
7,6577
7,13232
7,4531
7,17332
7,5557
7,444
7,14781
7,12226
7,964
7,3013
7,4550
7,6089
7,8136
7,15815
7,17351
7,463
7,20434
7,6105
7,18906
7,7644
7,5094
7,5609
7,11757
7,10223
7,9203
7,3572
7,9206
7,14842
8,19712
8,4610
8,771
8,9989
8,8
8,9
8,398
8,7961
8,425
8,12075
8,4525
8,4017
8,13624
8,1467
8,4539
8,17985
8,967
8,9546
8,10331
8,8674
8,21092
8,1381
8,2794
8,1390
8,374
8,14326
8,4857
9,385
9,392
9,9
9,12042
9,148
9,3989
9,3098
9,1951
9,3616
9,291
9,1707
9,306
9,8114
9,66
9,970
9,1359
9,82
9,3797
9,18903
9,9691
9,8799
9,2794
9,13930
9,368
9,243
10,1146
10,10
10,2972
10,17320
10,173
10,19886
10,47
10,10034
10,16696
10,5307
10,2242
10,7880
10,8778
10,1867
10,3668
10,11220
10,87
10,4056
10,20062
10,1506
10,751
10,9329
10,2170
11,5120
11,386
11,11
11,145
11,154
11,6813
11,1695
11,13600
11,9121
11,930
11,1702
11,1467
11,3519
11,11840
11,455
11,5961
11,2254
11,14800
11,87
11,100
11,366
11,1648
11,627
12,1026
12,5123
12,4
12,517
12,518
12,6151
12,7176
12,523
12,7182
12,4113
12,4626
12,1046
12,2083
12,5672
12,13864
12,3628
12,46
12,8750
12,3634
12,564
12,15925
12,12855
12,1088
12,66
12,2630
12,71
12,3144
12,4688
12,4179
12,1113
12,96
12,97
12,3680
12,100
12,8291
12,13414
12,627
12,116
12,1148
12,643
12,132
12,1167
12,1168
12,6294
12,4247
12,19607
12,16542
12,1705
12,20650
12,685
12,4269
12,179
12,181
12,1719
12,5816
12,1211
12,706
12,7362
12,5828
12,2765
12,6864
12,1746
12,1235
12,13011
12,728
12,6360
12,1245
12,12005
12,231
12,3303
12,4841
12,235
12,9451
12,13547
12,3314
12,14067
12,1782
12,1272
12,760
12,250
12,2296
12,5375
12,260
12,781
12,796
12,289
12,1314
12,809
12,21802
12,6955
12,1324
12,2861
12,302
12,17711
12,11569
12,14129
12,4406
12,3902
12,3907
12,325
12,841
12,2889
12,4428
12,3405
12,849
12,851
12,342
12,4955
12,869
12,359
12,875
12,366
12,3439
12,3952
12,12144
12,3443
12,373
12,380
12,11136
12,4484
12,398
12,2450
12,6550
12,14234
12,14238
12,932
12,2988
12,20916
12,2495
12,455
12,3530
12,9161
12,6604
12,18375
12,6607
12,464
12,2001
12,3024
12,6610
12,9690
12,10720
12,7145
12,8169
12,492
12,7662
12,6127
12,12272
12,20976
12,4598
13,0
13,1539
13,517
13,3591
13,13
13,2063
13,16
13,529
13,1554
13,538
13,5146
13,2588
13,7196
13,4131
13,37
13,2598
13,10790
13,1066
13,3628
13,558
13,566
13,66
13,1605
13,1608
13,2634
13,83
13,100
13,3684
13,627
13,1653
13,126
13,1662
13,3711
13,643
13,645
13,1158
13,139
13,7819
13,13965
13,1173
13,2709
13,663
13,11415
13,1181
13,159
13,1695
13,673
13,3242
13,683
13,3245
13,174
13,8371
13,186
13,197
13,10954
13,4299
13,8405
13,7385
13,1758
13,231
13,3303
13,746
13,747
13,751
13,246
13,762
13,770
13,273
13,1300
13,1813
13,280
13,793
13,3867
13,287
13,1835
13,5420
13,1330
13,11061
13,823
13,314
13,828
13,325
13,4421
13,1863
13,6472
13,340
13,342
13,5975
13,2393
13,3430
13,1395
13,376
13,385
13,5509
13,1415
13,3468
13,398
13,1938
13,407
13,413
13,1951
13,427
13,1467
13,1473
13,450
13,451
13,7618
13,1990
13,456
13,5576
13,974
13,1999
13,21968
13,2001
13,4054
13,2519
13,6620
13,482
13,3045
13,488
13,4588
13,2033
13,2042
13,3582
15,2
15,16898
15,1547
15,15
15,536
15,15390
15,5664
15,8236
15,5180
15,2622
15,1092
15,8779
15,3149
15,8783
15,82
15,2647
15,2648
15,4202
15,112
15,9843
15,2175
15,640
15,143
15,1178
15,164
15,678
15,6826
15,16559
15,181
15,13513
15,20692
15,9950
15,224
15,1251
15,231
15,3303
15,751
15,4847
15,20213
15,758
15,2303
15,4355
15,6413
15,15629
15,3349
15,3350
15,4383
15,309
15,326
15,1351
15,11079
15,4440
15,12637
15,1375
15,366
15,1403
15,1408
15,386
15,9604
15,3465
15,394
15,1429
15,5528
15,931
15,948
15,3511
15,15803
15,4547
15,6602
15,459
15,1996
15,2507
15,10698
15,11728
15,4580
15,2028
15,4604
15,10238
16,12289
16,1539
16,517
16,1543
16,13
16,16
16,11793
16,7188
16,15380
16,1052
16,4640
16,6691
16,17453
16,11314
16,2099
16,2102
16,17466
16,11326
16,18495
16,20544
16,19959
16,21067
16,589
16,82
16,4179
16,19542
16,1632
16,21600
16,611
16,7785
16,14442
16,20073
16,109
16,622
16,627
16,2164
16,117
16,2168
16,121
16,645
16,145
16,6803
16,13972
16,3737
16,14492
16,3742
16,681
16,1705
16,5803
16,693
16,9910
16,16070
16,1746
16,4819
16,14547
16,19162
16,16610
16,2276
16,231
16,7912
16,7404
16,18668
16,1267
16,12534
16,3326
16,11520
16,3331
16,6408
16,13579
16,273
16,19218
16,14109
16,4382
16,4898
16,291
16,295
16,6951
16,2346
16,13099
16,5424
16,6450
16,5939
16,309
16,3901
16,8509
16,14142
16,323
16,841
16,2377
16,3411
16,16218
16,2396
16,14175
16,10080
16,353
16,359
16,21357
16,881
16,5999
16,385
16,401
16,16279
16,10143
16,19363
16,6565
16,427
16,10158
16,1455
16,18350
16,2494
16,3006
16,3522
16,451
16,456
16,6092
16,464
16,19409
16,5075
16,11736
16,5081
16,12763
16,482
16,492
16,3568
16,12274
16,503
16,504
16,9213
17,6016
17,15748
17,1158
17,392
17,520
17,2313
17,3595
17,2444
17,3468
17,17
17,1553
17,19
17,1300
17,407
17,10263
17,20503
17,544
17,1442
17,166
17,2343
17,15655
17,18087
17,18602
17,8876
17,18385
17,12474
17,14650
17,11840
17,66
17,1223
17,5448
17,8522
17,203
17,76
17,2129
17,8785
17,2390
17,3797
17,9171
17,1244
17,16354
17,3556
17,6756
17,231
17,5353
17,1771
17,879
17,3697
17,9970
17,243
17,1531
18,517
18,3079
18,14
18,8212
18,33
18,37
18,11313
18,10807
18,6200
18,1086
18,66
18,586
18,2135
18,93
18,4190
18,13920
18,115
18,627
18,633
18,649
18,11915
18,164
18,2241
18,737
18,235
18,240
18,752
18,20729
18,256
18,769
18,773
18,1300
18,790
18,2865
18,826
18,9531
18,2878
18,13125
18,1866
18,19799
18,858
18,1373
18,863
18,1890
18,15209
18,875
18,374
18,3452
18,1406
18,12159
18,902
18,392
18,405
18,6550
18,12182
18,2977
18,1459
18,6068
18,2485
18,3003
18,458
18,462
19,517
19,3468
19,2320
19,19
19,16403
19,3862
19,280
19,666
19,2970
19,673
19,1709
19,20142
19,817
19,6452
19,6589
19,3396
19,6989
19,1742
19,9295
19,340
19,2650
19,5980
19,14689
19,5346
19,16109
19,366
19,879
19,4083
19,757
19,2806
19,5114
19,2427
19,2046
21,11269
21,21
21,22
21,4629
21,1050
21,2346
21,811
21,1579
21,1473
21,66
21,68
21,9810
21,220
21,1129
21,235
21,622
21,2428
22,1922
22,1167
22,22
22,794
22,673
22,5411
22,1066
22,2630
22,840
22,1243
22,863
22,226
22,2025
22,6391
22,2172
23,11777
23,3
23,4
23,5
23,517
23,5126
23,9
23,15876
23,13
23,16
23,5646
23,530
23,531
23,9744
23,534
23,23
23,24
23,7196
23,1565
23,546
23,1572
23,2597
23,13348
23,41
23,1066
23,2610
23,1079
23,2106
23,3643
23,64
23,66
23,2627
23,11333
23,9798
23,15941
23,2123
23,1612
23,16973
23,1103
23,1617
23,5207
23,7256
23,105
23,2153
23,12906
23,17521
23,17013
23,119
23,2166
23,8825
23,639
23,3711
23,6276
23,645
23,1669
23,5253
23,11396
23,650
23,11402
23,143
23,1167
23,1173
23,7319
23,10904
23,5785
23,6810
23,11413
23,668
23,1181
23,6303
23,13465
23,164
23,3241
23,691
23,181
23,693
23,5815
23,702
23,7359
23,9407
23,4803
23,5828
23,6341
23,2251
23,1740
23,4299
23,2258
23,10458
23,1243
23,1756
23,3291
23,9951
23,224
23,6881
23,231
23,3305
23,1261
23,15087
23,4848
23,242
23,1270
23,760
23,256
23,4353
23,770
23,7937
23,265
23,4363
23,9996
23,273
23,274
23,3347
23,4369
23,7444
23,18712
23,282
23,1307
23,6428
23,13595
23,3361
23,295
23,4393
23,299
23,811
23,1838
23,305
23,1841
23,1846
23,18230
23,1336
23,3896
23,9528
23,6459
23,16698
23,2365
23,18751
23,2884
23,327
23,841
23,1866
23,1867
23,11594
23,10061
23,853
23,1878
23,6487
23,858
23,5466
23,1372
23,2908
23,7006
23,1376
23,1380
23,10596
23,872
23,366
23,14192
23,12145
23,374
23,3450
23,15740
23,893
23,1917
23,11135
23,12797
23,16772
23,902
23,392
23,8072
23,2955
23,401
23,8594
23,13201
23,918
23,407
23,2454
23,12186
23,14239
23,6062
23,10168
23,12732
23,5570
23,15817
23,12235
23,5068
23,974
23,1489
23,18900
23,4056
23,2013
23,5600
23,482
23,2532
23,10212
23,12773
23,5100
23,3568
23,1525
23,3575
23,6141
24,16898
24,6659
24,13
24,3085
24,7183
24,16
24,9744
24,12311
24,14874
24,4643
24,5155
24,15907
24,2094
24,2095
24,16946
24,5172
24,3126
24,1592
24,8249
24,2107
24,16446
24,14399
24,14914
24,17986
24,14405
24,14410
24,11339
24,590
24,5710
24,4177
24,3666
24,5722
24,5728
24,6248
24,8810
24,10348
24,112
24,5236
24,9846
24,6783
24,641
24,18052
24,645
24,13959
24,8841
24,10380
24,18064
24,15505
24,3219
24,1173
24,18073
24,6810
24,5791
24,9894
24,16552
24,11948
24,3245
24,4790
24,14008
24,697
24,186
24,6340
24,197
24,6341
24,15562
24,19147
24,14540
24,3801
24,10458
24,21210
24,1756
24,4828
24,2275
24,3305
24,237
24,758
24,761
24,8965
24,781
24,273
24,6420
24,11034
24,285
24,3873
24,9516
24,10543
24,3891
24,19769
24,3389
24,6973
24,2374
24,329
24,17742
24,9555
24,14680
24,10075
24,12635
24,19306
24,3951
24,11128
24,13688
24,381
24,7037
24,11135
24,7048
24,1929
24,19854
24,13201
24,9106
24,5528
24,12186
24,18330
24,17310
24,11698
24,10164
24,4022
24,6070
24,10168
24,3006
24,3007
24,12736
24,15810
24,19908
24,15817
24,973
24,465
24,7125
24,19926
24,5600
24,482
24,12260
24,13807
24,12788
24,2040
24,1530
24,1531
24,15359
25,5635
25,1034
25,25
25,5659
25,2588
25,17946
25,11302
25,10807
25,6714
25,14907
25,20541
25,9799
25,2642
25,11859
25,1621
25,14940
25,15458
25,6756
25,4714
25,13935
25,7798
25,633
25,634
25,1150
25,10895
25,3737
25,9883
25,4262
25,10408
25,3759
25,11440
25,15031
25,1211
25,5316
25,5838
25,8399
25,719
25,4818
25,5845
25,2776
25,3291
25,3816
25,11498
25,8957
25,769
25,770
25,2817
25,16660
25,11031
25,12571
25,4903
25,5420
25,1843
25,18238
25,5957
25,8006
25,3922
25,2389
25,20319
25,11120
25,6524
25,7041
25,2946
25,393
25,6031
25,912
25,405
25,9626
25,4522
25,7090
25,6068
25,3001
25,14787
25,1476
25,13771
25,20428
25,462
25,3031
25,1501
25,16872
25,14841
26,6658
26,517
26,520
26,16
26,17
26,1553
26,22
26,1561
26,26
26,6176
26,1065
26,5170
26,16435
26,3133
26,1092
26,586
26,83
26,7251
26,93
26,96
26,100
26,627
26,117
26,119
26,643
26,12423
26,656
26,1181
26,673
26,4275
26,19127
26,3772
26,12476
26,9420
26,722
26,5850
26,2779
26,2781
26,3291
26,736
26,7908
26,231
26,243
26,1779
26,4853
26,13054
26,273
26,280
26,4408
26,314
26,826
26,4934
26,327
26,3409
26,340
26,2402
26,366
26,1395
26,888
26,6008
26,2429
26,385
26,899
26,913
26,408
26,20897
26,1961
26,4525
26,456
26,12763
26,4577
26,3554
26,4592
26,10238
27,1543
27,3592
27,1553
27,17429
27,6169
27,27
27,4636
27,12317
27,30
27,10782
27,8224
27,546
27,39
27,3116
27,47
27,16943
27,5170
27,7740
27,10304
27,14403
27,73
27,2127
27,3153
27,82
27,3155
27,1124
27,14439
27,106
27,6250
27,14956
27,1137
27,2162
27,1669
27,3205
27,135
27,4741
27,17035
27,9871
27,154
27,6302
27,8353
27,13474
27,2213
27,168
27,12972
27,187
27,16572
27,4802
27,718
27,1235
27,9430
27,5847
27,5341
27,17118
27,5345
27,6890
27,3824
27,3318
27,1274
27,252
27,14590
27,770
27,263
27,1805
27,1810
27,15636
27,12062
27,1824
27,2848
27,3872
27,16673
27,17188
27,19748
27,299
27,2350
27,7474
27,12083
27,5958
27,840
27,6477
27,3920
27,4432
27,4946
27,7504
27,9553
27,4439
27,13655
27,858
27,11617
27,1894
27,14697
27,2410
27,366
27,1902
27,884
27,1907
27,5006
27,3988
27,1429
27,13719
27,21401
27,1949
27,415
27,16295
27,2473
27,1963
27,1459
27,2995
27,964
27,1478
27,13766
27,13256
27,2510
27,2005
27,2517
27,986
27,5082
27,1507
27,9707
27,2029
27,8173
27,3063
27,5112
27,505
27,1531
27,1017
28,3011
28,6917
28,10605
28,398
28,15377
28,407
28,667
28,28
28,2271
29,256
29,12032
29,17793
29,4616
29,9
29,3739
29,29
29,33
29,3109
29,8368
29,2737
29,11576
29,5690
29,13883
29,1597
29,2499
29,1092
29,12743
29,73
29,462
29,718
29,1235
29,8023
29,736
29,489
29,747
30,5508
30,520
30,3338
30,656
30,8464
30,1429
30,8219
30,9499
30,1827
30,9640
30,3881
30,1459
30,2231
30,186
30,66
30,455
30,20295
30,1355
30,4299
30,3929
30,730
30,93
30,223
30,234
30,14058
30,115
30,8694
31,5639
31,3089
31,15382
31,7191
31,22038
31,31
31,2610
31,10813
31,2110
31,20545
31,66
31,2115
31,1131
31,4206
31,11892
31,1141
31,9849
31,16506
31,4730
31,11901
31,6283
31,9358
31,10382
31,21138
31,6295
31,1181
31,16032
31,13481
31,2226
31,12468
31,7868
31,16060
31,708
31,11973
31,12484
31,21709
31,8402
31,725
31,14556
31,231
31,14568
31,11500
31,8475
31,1825
31,297
31,7468
31,5935
31,14648
31,3901
31,838
31,15691
31,2902
31,1881
31,19803
31,7019
31,3460
31,4493
31,8594
31,8105
31,10161
31,19906
31,15318
31,1003
31,18412
31,19958
32,6153
32,4110
32,12304
32,19
32,4115
32,22
32,32
32,14371
32,2086
32,20522
32,16430
32,47
32,14384
32,53
32,20535
32,18489
32,8253
32,62
32,6209
32,66
32,8260
32,10320
32,6226
32,8278
32,8279
32,2139
32,93
32,97
32,100
32,14440
32,6252
32,12398
32,4207
32,2169
32,18553
32,123
32,2172
32,2179
32,12423
32,4233
32,12425
32,10380
32,10383
32,2193
32,2194
32,18577
32,20638
32,160
32,14496
32,162
32,163
32,18598
32,16558
32,12463
32,16563
32,4281
32,186
32,6337
32,12481
32,203
32,18636
32,2254
32,20687
32,10450
32,6357
32,10454
32,2263
32,2265
32,12505
32,8413
32,12513
32,10467
32,16618
32,2285
32,18674
32,252
32,255
32,2306
32,18691
32,263
32,2313
32,18699
32,20749
32,8463
32,4368
32,4370
32,10520
32,282
32,16666
32,18715
32,287
32,18720
32,290
32,8485
32,14630
32,2343
32,16686
32,303
32,8498
32,2361
32,12601
32,20796
32,6466
32,4420
32,326
32,6470
32,16710
32,12618
32,336
32,18769
32,339
32,10579
32,342
32,2390
32,2392
32,10582
32,14675
32,12643
32,2408
32,6507
32,20842
32,366
32,6513
32,10611
32,2421
32,378
32,4474
32,2429
32,4477
32,387
32,10627
32,389
32,6538
32,4491
32,2444
32,12685
32,14734
32,6546
32,4503
32,10651
32,418
32,2466
32,8612
32,10666
32,4523
32,8619
32,442
32,6588
32,447
32,4545
32,4549
32,12743
32,14793
32,8651
32,10700
32,10702
32,463
32,466
32,12756
32,473
32,16858
32,10727
32,8687
32,4592
32,12783
32,16884
32,8696
32,2553
32,4601
32,14841
32,508
32,20986
32,8704
32,520
32,2570
32,2574
32,16912
32,10771
32,4633
32,8732
32,2590
32,2591
32,4639
32,546
32,12831
32,549
32,4651
32,8749
32,559
32,12847
32,4664
32,6714
32,4675
32,6727
32,14926
32,8783
32,592
32,2643
32,8788
32,2648
32,4696
32,4700
32,16989
32,2654
32,10846
32,12899
32,6757
32,615
32,616
32,621
32,6766
32,2671
32,21114
32,4732
32,4733
32,19071
32,8842
32,17034
32,2713
32,673
32,2724
32,15012
32,678
32,681
32,10927
32,697
32,698
32,699
32,6842
32,701
32,4797
32,6843
32,12988
32,708
32,4812
32,2767
32,2771
32,13016
32,4832
32,737
32,2789
32,742
32,2792
32,19180
32,8944
32,2806
32,8951
32,766
32,6919
32,6921
32,780
32,11021
32,17166
32,13073
32,789
32,8984
32,21273
32,21274
32,13087
32,15145
32,21295
32,11057
32,13107
32,820
32,9013
32,19252
32,823
32,828
32,2877
32,2878
32,11072
32,21310
32,4933
32,21324
32,4941
32,849
32,4952
32,4954
32,4956
32,11100
32,15199
32,11111
32,872
32,875
32,884
32,2942
32,11134
32,11144
32,15240
32,17290
32,17291
32,919
32,17308
32,7069
32,2974
32,9117
32,9119
32,11165
32,17312
32,931
32,11174
32,9129
32,5035
32,9136
32,19379
32,9140
32,3001
32,19388
32,963
32,5065
32,13258
32,972
32,13260
32,981
32,17368
32,19439
32,3056
32,3061
32,15350
32,3063
32,3064
32,11255
32,15354
32,19447
32,9212
32,5117
32,1027
32,15364
32,15365
32,5132
32,5134
32,1041
32,1043
32,17426
32,5141
32,5147
32,1052
32,11290
32,17437
32,21529
32,5156
32,3109
32,9253
32,11305
32,13361
32,3122
32,17464
32,7233
