uid,iid
3,1348
3,1401
3,1550
4,0
4,1
4,2
4,3
4,4
4,6
4,7
4,8
4,9
4,10
4,11
4,12
4,13
4,14
4,17
4,18
4,19
4,21
4,23
4,25
4,26
4,28
4,30
4,31
4,32
4,34
4,35
4,36
4,37
4,38
4,39
4,41
4,45
4,46
4,47
4,50
4,51
4,54
4,55
4,56
4,57
4,58
4,59
4,60
4,61
4,64
4,65
4,69
4,71
4,72
4,73
4,78
4,79
4,80
4,81
4,82
4,86
4,90
4,91
4,92
4,93
4,96
4,97
4,98
4,99
4,103
4,105
4,106
4,107
4,108
4,109
4,111
4,113
4,118
4,120
4,121
4,123
4,125
4,126
4,128
4,131
4,132
4,137
4,140
4,141
4,144
4,146
4,149
4,151
4,152
4,153
4,156
4,157
4,160
4,165
4,166
4,168
4,169
4,170
4,174
4,175
4,177
4,179
4,180
4,183
4,184
4,186
4,187
4,188
4,189
4,190
4,192
4,194
4,198
4,199
4,201
4,204
4,205
4,206
4,207
4,208
4,210
4,212
4,213
4,215
4,216
4,217
4,218
4,221
4,223
4,224
4,225
4,227
4,230
4,231
4,232
4,233
4,235
4,236
4,238
4,241
4,242
4,243
4,246
4,247
4,248
4,249
4,250
4,253
4,254
4,255
4,257
4,259
4,260
4,262
4,266
4,267
4,268
4,271
4,272
4,275
4,278
4,280
4,283
4,284
4,286
4,289
4,290
4,291
4,292
4,295
4,298
4,300
4,302
4,304
4,307
4,308
4,309
4,310
4,311
4,312
4,315
4,317
4,318
4,320
4,322
4,323
4,324
4,325
4,329
4,331
4,332
4,333
4,337
4,338
4,342
4,344
4,345
4,348
4,353
4,356
4,363
4,364
4,368
4,370
4,374
4,375
4,376
4,380
4,382
4,385
4,397
4,401
4,404
4,405
4,414
4,423
4,425
4,426
4,430
4,435
4,437
4,438
4,439
4,441
4,446
4,453
4,454
4,461
4,462
4,463
4,465
4,466
4,469
4,472
4,473
4,475
4,479
4,480
4,482
4,490
4,496
4,498
4,499
4,500
4,501
4,502
4,506
4,508
4,515
4,521
4,526
4,533
4,534
4,536
4,538
4,540
4,544
4,558
4,560
4,564
4,566
4,571
4,574
4,578
4,593
4,595
4,599
4,602
4,608
4,613
4,614
4,620
4,625
4,627
4,631
4,633
4,640
4,647
4,648
4,657
4,670
4,672
4,674
4,676
4,678
4,679
4,683
4,691
4,693
4,694
4,695
4,699
4,701
4,703
4,707
4,710
4,719
4,724
4,727
4,729
4,731
4,734
4,735
4,738
4,739
4,742
4,746
4,751
4,752
4,756
4,765
4,776
4,788
4,790
4,791
4,803
4,805
4,807
4,809
4,811
4,814
4,816
4,818
4,823
4,830
4,831
4,840
4,842
4,849
4,858
4,867
4,870
4,875
4,880
4,884
4,887
4,889
4,899
4,922
4,932
4,935
4,941
4,969
4,974
4,977
4,983
4,984
4,1000
4,1001
4,1006
4,1008
4,1031
4,1037
4,1038
4,1049
4,1054
4,1059
4,1084
4,1097
4,1107
4,1110
4,1115
4,1128
4,1138
4,1156
4,1162
4,1170
4,1178
4,1212
4,1217
4,1240
4,1264
4,1337
4,1347
4,1521
5,0
5,1
5,2
5,3
5,4
5,6
5,10
5,11
5,13
5,15
5,17
5,19
5,20
5,21
5,22
5,23
5,24
5,27
5,28
5,29
5,31
5,32
5,33
5,34
5,36
5,38
5,39
5,40
5,42
5,44
5,45
5,46
5,47
5,48
5,49
5,50
5,52
5,54
5,55
5,56
5,58
5,60
5,61
5,67
5,68
5,69
5,71
5,73
5,75
5,76
5,77
5,80
5,81
5,82
5,83
5,84
5,85
5,87
5,88
5,89
5,91
5,92
5,93
5,96
5,99
5,100
5,104
5,108
5,110
5,111
5,113
5,114
5,116
5,118
5,119
5,120
5,121
5,125
5,128
5,130
5,131
5,132
5,133
5,136
5,139
5,141
5,142
5,143
5,145
5,147
5,150
5,151
5,152
5,153
5,155
5,158
5,159
5,160
5,161
5,162
5,163
5,164
5,165
5,169
5,172
5,173
5,175
5,176
5,178
5,179
5,181
5,182
5,184
5,185
5,187
5,188
5,189
5,190
5,194
5,195
5,196
5,197
5,198
5,199
5,200
5,201
5,202
5,203
5,204
5,205
5,208
5,210
5,216
5,220
5,221
5,223
5,225
5,227
5,230
5,231
5,239
5,241
5,243
5,244
5,246
5,248
5,249
5,250
5,255
5,257
5,259
5,264
5,269
5,272
5,276
5,280
5,281
5,283
5,284
5,285
5,292
5,294
5,295
5,296
5,297
5,298
5,304
5,305
5,307
5,308
5,309
5,310
5,313
5,315
5,316
5,317
5,320
5,322
5,323
5,324
5,327
5,329
5,331
5,332
5,333
5,334
5,337
5,339
5,342
5,343
5,347
5,350
5,351
5,353
5,356
5,358
5,359
5,363
5,364
5,366
5,369
5,374
5,376
5,377
5,386
5,388
5,396
5,397
5,399
5,403
5,406
5,408
5,409
5,410
5,411
5,413
5,414
5,415
5,417
5,421
5,422
5,423
5,425
5,426
5,427
5,430
5,431
5,433
5,434
5,436
5,440
5,445
5,452
5,453
5,456
5,459
5,460
5,464
5,470
5,472
5,473
5,474
5,486
5,487
5,489
5,494
5,496
5,497
5,503
5,507
5,510
5,514
5,518
5,521
5,522
5,529
5,534
5,537
5,547
5,553
5,554
5,555
5,557
5,560
5,571
5,578
5,580
5,583
5,588
5,590
5,591
5,592
5,600
5,607
5,622
5,628
5,634
5,642
5,647
5,651
5,664
5,673
5,679
5,682
5,688
5,696
5,704
5,710
5,714
5,716
5,729
5,733
5,734
5,735
5,745
5,757
5,759
5,768
5,771
5,776
5,777
5,786
5,800
5,803
5,805
5,812
5,819
5,821
5,825
5,829
5,830
5,839
5,840
5,844
5,846
5,852
5,867
5,868
5,876
5,884
5,888
5,896
5,898
5,902
5,907
5,910
5,912
5,916
5,917
5,935
5,969
5,980
5,982
5,994
5,1012
5,1028
5,1040
5,1050
5,1075
5,1083
5,1086
5,1097
5,1120
5,1143
5,1144
5,1149
5,1156
5,1158
5,1162
5,1166
5,1180
5,1200
5,1204
5,1234
5,1257
5,1302
5,1348
5,1428
6,2
6,3
6,4
6,5
6,6
6,9
6,10
6,12
6,15
6,16
6,17
6,18
6,19
6,21
6,22
6,23
6,24
6,25
6,27
6,29
6,31
6,32
6,34
6,36
6,37
6,39
6,41
6,43
6,45
6,46
6,47
6,48
6,49
6,50
6,51
6,52
6,53
6,54
6,57
6,58
6,59
6,61
6,65
6,66
6,67
6,70
6,72
6,74
6,77
6,78
6,79
6,80
6,82
6,83
6,84
6,86
6,88
6,90
6,91
6,92
6,95
6,98
6,99
6,100
6,101
6,102
6,103
6,104
6,106
6,107
6,109
6,110
6,111
6,112
6,117
6,118
6,122
6,123
6,127
6,129
6,131
6,132
6,133
6,134
6,135
6,138
6,139
6,140
6,141
6,142
6,143
6,144
6,145
6,146
6,147
6,149
6,150
6,154
6,158
6,162
6,165
6,166
6,167
6,168
6,169
6,170
6,171
6,172
6,174
6,176
6,178
6,179
6,181
6,186
6,187
6,191
6,193
6,196
6,197
6,202
6,207
6,209
6,211
6,212
6,215
6,218
6,219
6,220
6,224
6,226
6,228
6,229
6,233
6,236
6,237
6,239
6,240
6,245
6,246
6,247
6,249
6,252
6,256
6,260
6,265
6,268
6,270
6,272
6,273
6,275
6,276
6,277
6,278
6,282
6,283
6,291
6,292
6,293
6,297
6,299
6,308
6,310
6,315
6,316
6,317
6,318
6,319
6,321
6,323
6,326
6,327
6,328
6,331
6,337
6,341
6,344
6,346
6,348
6,350
6,352
6,354
6,355
6,356
6,359
6,362
6,366
6,369
6,373
6,374
6,375
6,376
6,378
6,380
6,381
6,384
6,385
6,386
6,391
6,392
6,395
6,396
6,397
6,400
6,404
6,412
6,415
6,416
6,419
6,420
6,421
6,424
6,428
6,432
6,436
6,441
6,442
6,443
6,445
6,446
6,449
6,450
6,452
6,454
6,455
6,459
6,460
6,462
6,463
6,464
6,467
6,468
6,470
6,475
6,477
6,478
6,479
6,480
6,483
6,484
6,486
6,487
6,490
6,491
6,493
6,498
6,507
6,509
6,512
6,514
6,516
6,521
6,522
6,528
6,539
6,540
6,542
6,545
6,548
6,549
6,553
6,554
6,565
6,573
6,574
6,582
6,583
6,584
6,594
6,595
6,597
6,599
6,607
6,608
6,620
6,635
6,638
6,639
6,647
6,655
6,656
6,657
6,659
6,660
6,661
6,663
6,671
6,676
6,682
6,685
6,688
6,689
6,692
6,698
6,707
6,714
6,725
6,732
6,736
6,740
6,747
6,751
6,752
6,759
6,761
6,762
6,764
6,765
6,774
6,790
6,796
6,823
6,824
6,825
6,828
6,831
6,833
6,834
6,835
6,837
6,851
6,852
6,854
6,862
6,866
6,871
6,874
6,878
6,881
6,891
6,896
6,901
6,905
6,906
6,917
6,942
6,944
6,953
6,959
6,989
6,998
6,1019
6,1021
6,1042
6,1048
6,1062
6,1071
6,1081
6,1090
6,1135
6,1149
6,1154
6,1159
6,1188
6,1192
6,1238
6,1393
6,1435
7,0
7,1
7,2
7,3
7,4
7,5
7,6
7,7
7,8
7,11
7,12
7,14
7,16
7,18
7,19
7,21
7,23
7,24
7,25
7,26
7,28
7,30
7,31
7,33
7,34
7,35
7,36
7,38
7,39
7,41
7,42
7,43
7,45
7,46
7,48
7,49
7,50
7,54
7,55
7,56
7,57
7,58
7,62
7,63
7,64
7,66
7,69
7,70
7,74
7,76
7,77
7,78
7,80
7,81
7,84
7,87
7,88
7,89
7,91
7,93
7,95
7,96
7,97
7,98
7,100
7,101
7,102
7,103
7,105
7,107
7,111
7,113
7,114
7,115
7,118
7,119
7,121
7,124
7,126
7,127
7,129
7,132
7,136
7,138
7,142
7,143
7,146
7,147
7,148
7,150
7,152
7,153
7,155
7,156
7,157
7,158
7,160
7,162
7,163
7,164
7,165
7,170
7,171
7,172
7,176
7,177
7,178
7,179
7,180
7,183
7,184
7,189
7,192
7,194
7,198
7,199
7,201
7,205
7,207
7,208
7,209
7,210
7,212
7,213
7,215
7,217
7,218
7,221
7,224
7,225
7,228
7,231
7,235
7,236
7,240
7,241
7,242
7,243
7,244
7,245
7,246
7,247
7,249
7,252
7,253
7,255
7,256
7,258
7,263
7,266
7,274
7,283
7,284
7,285
7,292
7,295
7,296
7,297
7,298
7,303
7,305
7,307
7,308
7,310
7,312
7,315
7,318
7,320
7,322
7,325
7,330
7,331
7,332
7,333
7,334
7,335
7,336
7,338
7,339
7,340
7,341
7,345
7,346
7,347
7,348
7,350
7,351
7,353
7,354
7,357
7,358
7,359
7,361
7,363
7,365
7,368
7,369
7,370
7,371
7,372
7,375
7,380
7,382
7,387
7,388
7,390
7,391
7,399
7,401
7,402
7,405
7,409
7,410
7,414
7,425
7,427
7,433
7,435
7,439
7,441
7,443
7,444
7,447
7,448
7,451
7,454
7,456
7,458
7,463
7,465
7,466
7,467
7,469
7,473
7,481
7,482
7,491
7,495
7,500
7,501
7,502
7,506
7,510
7,512
7,515
7,518
7,524
7,533
7,534
7,536
7,542
7,546
7,548
7,551
7,566
7,568
7,569
7,571
7,573
7,578
7,580
7,602
7,603
7,605
7,609
7,612
7,614
7,617
7,621
7,623
7,624
7,627
7,628
7,643
7,644
7,650
7,651
7,666
7,668
7,674
7,679
7,681
7,684
7,691
7,695
7,697
7,703
7,711
7,726
7,729
7,734
7,735
7,737
7,740
7,747
7,751
7,756
7,765
7,768
7,770
7,774
7,776
7,791
7,793
7,797
7,799
7,807
7,816
7,819
7,829
7,831
7,840
7,847
7,850
7,853
7,858
7,863
7,865
7,875
7,876
7,877
7,880
7,882
7,884
7,889
7,906
7,925
7,935
7,951
7,956
7,962
7,968
7,982
7,984
7,986
7,994
7,997
7,999
7,1007
7,1008
7,1010
7,1015
7,1031
7,1052
7,1067
7,1075
7,1082
7,1096
7,1115
7,1166
7,1178
7,1200
7,1218
7,1277
7,1321
7,1325
7,1431
7,1612
8,0
8,2
8,3
8,4
8,5
8,7
8,8
8,10
8,13
8,15
8,17
8,18
8,22
8,31
8,33
8,34
8,35
8,38
8,39
8,40
8,41
8,43
8,45
8,46
8,47
8,51
8,52
8,54
8,57
8,58
8,59
